asset_id,model,serial_number,year_manufactured,funding,date_received,warranty_expiry,contract_expiry,warranty_notes,service_agent,department_name,location,type,price
U-MM361,AX-3008H,NULL,NULL,MOH,2009-01-01,NULL,NULL,NULL,NULL,"MMH OR","OT3 3",Biomedical,NULL
U-MM362,SR1,030014,NULL,MOH,1997-01-01,NULL,NULL,NULL,NULL,"MMH OR","OT3 3",Biomedical,NULL
U-MM368,AMS100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH OR","OT3 3",Biomedical,NULL
U-MM418,"AMS 100",a10412106,NULL,MOH,2004-01-01,NULL,NULL,NULL,NULL,"MMH OR","OT4 3",Biomedical,NULL
U-MM419,"unidad respiratoria",0-1-2048,NULL,NULL,2009-01-01,NULL,NULL,NULL,NULL,"MMH OR","OT4 3",Biomedical,NULL
U-MM420,ergotronic-3,a518-a,NULL,"Ned Foundation",2009-01-01,NULL,NULL,NULL,NULL,"MMH OR","OT4 3",Biomedical,NULL
U-MM421,"Surgical 2080",RB122585-002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH OR","OT4 3",Biomedical,NULL
U-MM422,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH OR","OT4 4",Biomedical,NULL
U-MM423,"big ben round",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH OR","OT4 4",Biomedical,NULL
U-MM424,"Tran Star",NULL,NULL,Chara,2010-01-01,NULL,NULL,NULL,NULL,"MMH OR","OT Waiting Area 4",Biomedical,NULL
U-MM425,ER18,NULL,NULL,Chara,2010-01-01,NULL,NULL,NULL,NULL,"MMH OR","OT Waiting Area 4",Biomedical,NULL
U-MM426,NULL,NULL,NULL,UNDP,NULL,NULL,NULL,NULL,NULL,"MMH OR","OT Waiting Area 4",Biomedical,NULL
U-MM427,ax-450,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH OR","OT4 3",Biomedical,NULL
U-MM428,artec,1040700864,NULL,NULL,2005-01-01,NULL,NULL,NULL,NULL,"MMH OR","OR Corridor 3",Biomedical,NULL
U-MM429,BCD-216W,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH OR","OT Female Changing Room 4",Biomedical,NULL
U-MM474,NULL,2101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH OR","OT2 3",Biomedical,NULL
U-MM363,NULL,2074,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Maternity Theater 1",Biomedical,NULL
U-MM364,ot-125a,t125a0683,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Maternity Theater 1",Biomedical,NULL
U-MM365,"big ben round",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Maternity Theater 1",Biomedical,NULL
U-MM366,"amamap 8u5xt",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Maternity Theater 1",Biomedical,NULL
U-MM367,NULL,2107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Maternity Theater 1",Biomedical,NULL
U-MM369,66858,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Maternity Theater 1",Biomedical,NULL
U-MM370,"physiogard sm785",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Maternity Theater 1",Biomedical,NULL
U-MM371,"biox 3740",g0003610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Maternity Theater 1",Biomedical,NULL
U-MM372,"new akir 30",11150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Maternity Theater 1",Biomedical,NULL
U-MM373,f-36,0-30023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Maternity Theater 1",Biomedical,NULL
U-MM374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Delivery Room 1",Biomedical,NULL
U-MM375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Delivery Room 1",Biomedical,NULL
U-MM376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Delivery Room 1",Biomedical,NULL
U-MM377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Delivery Room 1",Biomedical,NULL
U-MM378,"multiradia 30",00-403,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Delivery Room 1",Biomedical,NULL
U-MM379,"vario 18",1329769,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Delivery Room 1",Biomedical,NULL
U-MM380,"new askir 30",11031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Delivery Room 1",Biomedical,NULL
U-MM381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Delivery Room 1",Biomedical,NULL
U-MM382,er24,NULL,NULL,Chara,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Maternity Corridor 1",Biomedical,NULL
U-MM430,"Con-Verge Series",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Ultrasound Room 1",Biomedical,NULL
U-MM431,NULL,NULL,NULL,UNFPA,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Corridor 1",Biomedical,NULL
U-MM432,NULL,NULL,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Corridor 1",Biomedical,NULL
U-MM433,Atlantis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Laundry room 1",Biomedical,NULL
U-MM434,Atlantis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Laundry room 1",Biomedical,NULL
U-MM435,"4532388EH5IU Sirecust 610",1566,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Corridor 1",Biomedical,NULL
U-MM436,LS-B100L,410,NULL,UNFPA,2011-01-01,NULL,NULL,NULL,NULL,"MMH Maternity","Changing room 1",Biomedical,NULL
U-MM437,LS-B100L,NULL,NULL,UNFPA,2010-01-01,NULL,NULL,NULL,NULL,"MMH Maternity","Changing room 1",Biomedical,NULL
U-MM438,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Corridor 1",Biomedical,NULL
U-MM439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Corridor 1",Biomedical,NULL
U-MM440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Admission room 1",Biomedical,NULL
U-MM441,Health-o-meter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Admission room 1",Biomedical,NULL
U-MM442,NULL,11080810012,NULL,MOH,2012-01-01,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Ward 1",Biomedical,NULL
U-MM464,NULL,NULL,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM465,NULL,300B,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM466,NULL,NULL,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM467,NULL,NULL,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM468,NULL,NULL,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM469,"Fetatrack 120",pd1/027232,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM470,NULL,NULL,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM471,NULL,NULL,NULL,"Private Donor",NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM472,NULL,NULL,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM473,NULL,110105205,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM475,A107291-8,NULL,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM476,NULL,NULL,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM477,NULL,NULL,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM478,NULL,NULL,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM479,NULL,NULL,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM480,CTJ-1A,A10033873,2006,"Private Donor",NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM481,"Dopplex D920",NULL,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM482,"Dopplex II FD2",NULL,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM483,NULL,NULL,NULL,Zayadesa,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM495,NULL,NULL,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM496,NULL,NULL,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM497,NULL,NULL,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM498,NULL,NULL,2011,"Private donor",2011-01-01,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM499,NULL,NULL,2011,"Private donor",2011-01-01,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM500,NULL,2825a57208,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Antenatal Staff Room 1",Biomedical,NULL
U-MM501,NULL,1108095406,NULL,MOH,2012-01-01,NULL,NULL,NULL,NULL,"MMH Maternity","Sister's Room 1",Biomedical,NULL
U-MM502,"Ultramark 4 Plus",X8161,NULL,"Aide Medicale & Development Grenoble France",NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Ultrasound Room 1",Biomedical,NULL
U-MM510,"Sigma 44HVCD",315108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Ultrasound Room 1",Biomedical,NULL
U-MM511,"Sigma 330",315085,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Maternity","Ultrasound Room 1",Biomedical,NULL
U-MM383,"big ben round",NULL,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH TB Ward","Staff Room 1",Biomedical,NULL
U-MM384,TA-8859,NULL,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH TB Ward","Staff Room 1",Biomedical,NULL
U-MM385,"Best One GR-1515",503340315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH TB Ward","Staff Room 1",Biomedical,NULL
U-MM503,AXSM-210-600,NULL,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH TB Ward","Autoclave Room 1",Biomedical,NULL
U-MM504,B33KW18,B526,NULL,MOH,1997-01-01,NULL,NULL,NULL,NULL,"MMH TB Ward","Autoclave Room 1",Biomedical,NULL
U-MM386,NULL,GPO129903,NULL,"Private Donor",2011-01-01,NULL,NULL,NULL,NULL,"MMH Female Surgical Ward","Staff Changing Room 4",Biomedical,NULL
U-MM387,NULL,110105336,NULL,"Private Donor",2012-01-01,NULL,NULL,NULL,NULL,"MMH Female Surgical Ward","Staff Changing Room 4",Biomedical,NULL
U-MM388,GE224C,991812547,1999,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Female Surgical Ward","Sterilization Room 4",Biomedical,NULL
U-MM389,NULL,110105244,NULL,MOH,2012-01-01,NULL,NULL,NULL,NULL,"MMH Female Surgical Gynecological Ward","Main Corridor 4",Biomedical,NULL
U-MM390,NULL,NULL,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Female Surgical Gynecological Ward","MMH Female Surgical Gynecological ward 4",Biomedical,NULL
U-MM391,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Female Surgical Gynecological Ward","Maternity Evacuation Room 4",Biomedical,NULL
U-MM392,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Female Surgical Gynecological Ward","Maternity Evacuation Room 4",Biomedical,NULL
U-MM394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Female Surgical Gynecological Ward","Doctor's Office, Female Surgical Ward Gynecol 4",Biomedical,NULL
U-MM393,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Gynecological Ward","Female Gynecological Ward 4",Biomedical,NULL
U-MM395,NULL,NULL,NULL,MOH,2012-01-01,NULL,NULL,NULL,NULL,"MMH Female Medical Ward","Female Medical Ward 4",Biomedical,NULL
U-MM396,"Omron NE-CO8",80306,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Female Medical Ward","Female Medical Ward 4",Biomedical,NULL
U-MM397,"big ben round",NULL,NULL,MOH,2012-01-01,NULL,NULL,NULL,NULL,"MMH Hypertension Clinic","Hypertension clinic 1",Biomedical,NULL
U-MM398,"big ben round",NULL,NULL,MOH,2011-01-01,NULL,NULL,NULL,NULL,"MMH Hypertension Clinic","Hypertension clinic 1",Biomedical,NULL
U-MM399,"big ben round",NULL,NULL,MOH,2010-01-01,NULL,NULL,NULL,NULL,"MMH Hypertension Clinic","Hypertension clinic 1",Biomedical,NULL
U-MM400,nova-presameter,110100630,NULL,MOH,2010-01-01,NULL,NULL,NULL,NULL,"MMH Hypertension Clinic","Hypertension clinic 1",Biomedical,NULL
U-MM401,"Soehnle Professional",2755,NULL,Novel,2006-01-01,NULL,NULL,NULL,NULL,"MMH Hypertension Clinic","Hypertension clinic 1",Biomedical,NULL
U-MM402,"big ben round",NULL,NULL,MOH,2010-01-01,NULL,NULL,NULL,NULL,"MMH Hypertension Clinic","Hypertension clinic 1",Biomedical,NULL
U-MM403,"big ben round",NULL,NULL,MOH,2010-01-01,NULL,NULL,NULL,NULL,"MMH Hypertension Clinic","Hypertension clinic 1",Biomedical,NULL
U-MM410,NULL,NULL,NULL,WHO,2007-01-01,NULL,NULL,NULL,NULL,"MMH Hypertension Clinic","Diabetic Clinic 1",Biomedical,NULL
U-MM412,NULL,NULL,NULL,WHO,2007-01-01,NULL,NULL,NULL,NULL,"MMH Hypertension Clinic","Diabetic Clinic 1",Biomedical,NULL
U-MM484,nova-presameter,110100622,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Hypertension Clinic","Hypertension clinic 1",Biomedical,NULL
U-MM485,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Hypertension Clinic","Hypertension clinic 1",Biomedical,NULL
U-MM404,NULL,NULL,NULL,MOH,2012-01-01,NULL,NULL,NULL,NULL,"MMH Diabetic Clinic","Diabetic Clinic 1",Biomedical,NULL
U-MM405,"big ben round",NULL,NULL,MOH,2010-01-01,NULL,NULL,NULL,NULL,"MMH Diabetic Clinic","Diabetic Clinic 1",Biomedical,NULL
U-MM406,"big ben round",NULL,NULL,MOH,2010-01-01,NULL,NULL,NULL,NULL,"MMH Diabetic Clinic","Diabetic Clinic 1",Biomedical,NULL
U-MM407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Diabetic Clinic","Diabetic Clinic 1",Biomedical,NULL
U-MM408,TG-8866,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Diabetic Clinic","Diabetic Clinic 1",Biomedical,NULL
U-MM409,NULL,GP0097885,NULL,ADB,2007-01-01,NULL,NULL,NULL,NULL,"MMH Diabetic Clinic","Diabetic Clinic 1",Biomedical,NULL
U-MM411,NULL,NULL,NULL,MOH,2009-01-01,NULL,NULL,NULL,NULL,"MMH Diabetic Clinic","Diabetic Clinic 1",Biomedical,NULL
U-MM413,NULL,NULL,NULL,"World Diabetes Foundation",2008-01-01,NULL,NULL,NULL,NULL,"MMH Diabetic Clinic","Diabetic Clinic 1",Biomedical,NULL
U-MM414,"The Slim Deluxe",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MMH Diabetic Clinic","Diabetic Clinic 1",Biomedical,NULL
U-MM415,"Health Scale",NULL,NULL,"Private donor",NULL,NULL,NULL,NULL,NULL,"MMH Diabetic Clinic","Diabetic Clinic 1",Biomedical,NULL
U-MM416,NULL,NULL,NULL,"Private Donor",NULL,NULL,NULL,NULL,NULL,"MMH Diabetic Clinic","Diabetic Clinic 1",Biomedical,NULL
U-MM417,NULL,NULL,NULL,"Finnish Diabetic Association",1990-01-01,NULL,NULL,NULL,NULL,"MMH Diabetic Clinic","Diabetic Clinic 1",Biomedical,NULL
U-MM443,CX21,5F90518,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Minor Laboratory 2",Biomedical,NULL
U-MM444,Bloodbanken,42100404,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Minor Laboratory 2",Biomedical,NULL
U-MM445,BTS-305,NULL,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Minor Laboratory 2",Biomedical,NULL
U-MM446,NULL,NULL,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Minor Laboratory 2",Biomedical,NULL
U-MM447,"AutoCounter 910 Eco+",00-01731-02,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Minor Laboratory 2",Biomedical,NULL
U-MM448,"Hb 201+",1113013398,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Minor Laboratory 2",Biomedical,NULL
U-MM449,NULL,0179152,NULL,"Private Donor",2002-01-01,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Minor Laboratory 2",Biomedical,NULL
U-MM450,NULL,NULL,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Minor Laboratory 2",Biomedical,NULL
U-MM451,R303,NULL,2002,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Minor Laboratory 2",Biomedical,NULL
U-MM452,Bloodbanken,42136601,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Minor Laboratory 2",Biomedical,NULL
U-MM453,NULL,NULL,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Nurse's Station 2",Biomedical,NULL
U-MM454,ZR-140FC,NULL,NULL,MOH,2012-01-01,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Nurse's Station 2",Biomedical,NULL
U-MM455,ZR-155,NULL,NULL,MOH,2012-01-01,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Room 3 2",Biomedical,NULL
U-MM456,SGR101,908000011010906280065,NULL,MOH,2012-01-01,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Room 4 2",Biomedical,NULL
U-MM457,SGR101,NULL,NULL,MOH,2012-01-01,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Room 5 2",Biomedical,NULL
U-MM458,SGR101,908000011010906280032,NULL,MOH,2012-01-01,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Room 6 2",Biomedical,NULL
U-MM459,SGR101,908000011010906280036,NULL,MOH,2012-01-01,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Room 1 2",Biomedical,NULL
U-MM460,F-36,030021,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Room 7 2",Biomedical,NULL
U-MM461,ZR-155,NULL,NULL,MOH,2012-01-01,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Room 7 2",Biomedical,NULL
U-MM462,ZR-155,110832,NULL,MOH,2012-01-01,NULL,NULL,NULL,NULL,"MMH Fast Track Wing","Dispensary 2",Biomedical,NULL
U-MM486,8598885K1555,2830,NULL,MOH,2010-01-01,2012-01-01,NULL,NULL,"Pacific Diagnostics","MMH CT Scan","Operator's Room 1",Biomedical,NULL
U-MM487,VRC60025,403002403a-2556948,NULL,MOH,2010-01-01,NULL,NULL,NULL,NULL,"MMH CT Scan","Operator's Room 1",Biomedical,NULL
U-MM488,VEC600,403002739A57055,NULL,MOH,2010-01-01,2012-01-01,NULL,NULL,"Pacific Diagnostics","MMH CT Scan","Operator's Room 1",Biomedical,NULL
U-MM489,08596566,13313,2008,MOH,2010-01-01,2012-01-01,NULL,NULL,"Pacific Diagnostics","MMH CT Scan","Examination Room 1",Biomedical,NULL
U-MM490,10165880,29271,2008,MOH,2010-01-01,2012-01-01,NULL,NULL,"Pacific Diagnostics","MMH CT Scan","Examination Room 1",Biomedical,NULL
U-MM491,VHU600,57026,NULL,MOH,2010-01-01,2012-01-01,NULL,NULL,"Pacific Diagnostics","MMH CT Scan","Examination Room 1",Biomedical,NULL
U-MM492,10165884,1431,2010,MOH,2010-01-01,2012-01-01,NULL,NULL,"Pacific Diagnostics","MMH CT Scan","Examination Room 1",Biomedical,NULL
U-MM493,NULL,NULL,2010,MOH,NULL,NULL,NULL,NULL,NULL,"MMH CT Scan","Operator's Room 1",Biomedical,NULL
U-MM494,NULL,NULL,2010,MOH,NULL,NULL,NULL,NULL,NULL,"MMH CT Scan","Operator's Room 1",Biomedical,NULL
P-CC001,"apt-line b28 ",11-15317,NULL,ICAP,2012-01-01,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Parasitology 1 Lab",Biomedical,NULL
P-CC002,"humascope fluo led b/g",110024,2012,ICAP,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Parasitology 1 Lab",Biomedical,NULL
P-CC003,cx21FS1,5390939,NULL,ZMCP,NULL,NULL,NULL,NULL,ZMCP,"Chake Chake General Dept","Parasitology 1 Lab",Biomedical,NULL
P-CC004,HP-155A,NULL,NULL,Government,2012-01-01,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Parasitology 1 Lab",Biomedical,NULL
P-CC005,egl-12e,6,NULL,ADB,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Microbiology 1 Lab",Biomedical,NULL
P-CC006,ae-350,35259,2009,ADB,NULL,NULL,NULL,NULL,ADB,"Chake Chake General Dept","Microbiology 1 Lab",Biomedical,NULL
P-CC007,ax-9602,0-9070176,2009,ADB,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Microbiology 1 Lab",Biomedical,NULL
P-CC008,ax-9602,0-9070135,2009,ADB,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Microbiology 1 Lab",Biomedical,NULL
P-CC009,"ast 320-4m",WB07C0078,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Sputum Examination  1 Lab",Biomedical,NULL
P-CC010,mn120,0-2-0647,2011,ICAP,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Sputum Examination  1 Lab",Biomedical,NULL
P-CC011,"primostar iled",3133000139,NULL,USAID,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Sputum Examination  1 Lab",Biomedical,NULL
P-CC012,3870m,1105556,NULL,ICAP,2003-03-03,NULL,NULL,NULL,ICAP,"Chake Chake General Dept","Sputum Examination  1 Lab",Biomedical,NULL
P-CC013,"eclipse e200",143954,NULL,"World Medical Colours",2003-01-01,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Sputum Examination  1 Lab",Biomedical,NULL
P-CC014,elite,212465,NULL,Hospital,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Phlebotomy 1 Lab",Biomedical,NULL
P-CC015,"Ghaco Plus",GP0179200,NULL,Hospital,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Phlebotomy 1 Lab",Biomedical,NULL
P-CC016,"Hemocue Hb 201+",0824013166,NULL,ICAP,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Phlebotomy 1 Lab",Biomedical,NULL
P-CC017,ch40,rf200,NULL,ZACP,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Lab Store Room 1 Lab",Biomedical,NULL
P-CC018,4236,220793,1989,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Lab Store Room 1 Lab",Biomedical,NULL
P-CC019,c07000,244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Lab Store Room 1 Lab",Biomedical,NULL
P-CC020,dsc3005d,0-606046,NULL,ICAP,2006-01-01,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Lab Store Room 1 Lab",Biomedical,NULL
P-CC021,Dk-420,L-612822,NULL,PHL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Blood Transfusion 1 Lab",Biomedical,NULL
P-CC022,cx21FS1,SF91089,NULL,SMPC,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Blood Transfusion 1 Lab",Biomedical,NULL
P-CC023,R303,HMLC-6691,2004,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Blood Transfusion 1 Lab",Biomedical,NULL
P-CC024,"Emotega 250",13608,2004,UNFPA,2006-01-01,NULL,NULL,NULL,ICAP,"Chake Chake General Dept","Blood Transfusion 1 Lab",Biomedical,NULL
P-CC025,"screen master 3000 evolution",n33295,NULL,ICAP,2006-01-01,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Hematology 1 Lab",Biomedical,NULL
P-CC026,vm-1000,08101035,NULL,ICAP,2006-01-06,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Hematology And Chemistry 1 Lab",Biomedical,NULL
P-CC027,ZR-440FC,KE3Y570028,NULL,ZACP,2007-11-12,NULL,NULL,NULL,ZACP,"Chake Chake General Dept","Hematology And Chemistry 1 Lab",Biomedical,NULL
P-CC028,"micros 60 ot",6050t80798,NULL,ICAP,2006-01-01,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Hematology And Chemistry 1 Lab",Biomedical,NULL
P-CC029,"BD Facs Count TM Instrument",D858000488,2006,ICAP,2006-01-01,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Hematology And Chemistry 1 Lab",Biomedical,NULL
P-CC030,mac500,500008730,2003,"Donated by Ivo de Carreri",NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Radiologist Office 1 Imaging",Biomedical,NULL
P-CC031,cardiofax-3,ai09507,NULL,IVO,2009-01-01,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Radiologist Office 1 Imaging",Biomedical,NULL
P-CC032,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Radiologist Office 1 Imaging",Biomedical,NULL
